# suite|fixture|observed-error-or-exception
resvg|tests/painting/paint-order/on-text|0.1560672773887144
resvg|tests/painting/paint-order/on-tspan|0.14479927785825691
resvg|tests/painting/paint-order/stroke|0.1222436692587579
resvg|tests/painting/paint-order/stroke-markers|0.13227300660492272
resvg|tests/painting/paint-order/stroke-markers-fill|0.13227300660492272
resvg|tests/painting/stroke-dasharray/0-n-with-round-caps|0.21582971792906644
resvg|tests/painting/stroke-dasharray/0-n-with-square-caps|0.19055719071242816
resvg|tests/painting/stroke-dasharray/comma-ws-separator|0.14532990359173639
resvg|tests/painting/stroke-dasharray/em-units|0.14580568773356922
resvg|tests/painting/stroke-dasharray/even-count|0.14542249686432995
resvg|tests/painting/stroke-dasharray/mm-units|0.12649288414708323
resvg|tests/painting/stroke-dasharray/negative-sum|0.13534519446310131
resvg|tests/painting/stroke-dasharray/negative-values|0.13534519446310131
resvg|tests/painting/stroke-dasharray/odd-count|0.15022422926937315
resvg|tests/painting/stroke-dasharray/on-a-circle|0.12745713010083493
resvg|tests/painting/stroke-dasharray/percent-units|0.15154725647087866
resvg|tests/painting/stroke-dasharray/ws-separator|0.14931643372675335
resvg|tests/painting/stroke-dasharray/zero-sum|0.13534519446310131
resvg|tests/painting/stroke-dashoffset/default|0.14931643372675335
resvg|tests/painting/stroke-dashoffset/mm-units|0.14652369652296829
resvg|tests/painting/stroke-dashoffset/percent-units|0.14426686814114414
resvg|tests/painting/stroke-dashoffset/px-units|0.14676345214732198
resvg|tests/painting/stroke-opacity/50percent|0.16745764861288429
resvg|tests/painting/stroke-opacity/with-linearGradient|0.12812930710538983
resvg|tests/painting/stroke/linear-gradient-on-text|0.127864370758696
resvg|tests/painting/stroke/radial-gradient|0.2188971271700674
resvg|tests/painting/stroke/radial-gradient-on-text|0.18596154409126853
resvg|tests/painting/visibility/hidden-on-group|0.44757019452737601
resvg|tests/shapes/ellipse/missing-rx-attribute|0.29698219053907471
resvg|tests/shapes/ellipse/missing-ry-attribute|0.29698219053907471
resvg|tests/shapes/ellipse/negative-rx-attribute|0.39612683455877085
resvg|tests/shapes/ellipse/negative-ry-attribute|0.39612683455877085
resvg|tests/shapes/ellipse/percent-values|0.19796365675173994
resvg|tests/shapes/ellipse/percent-values-missing-ry|0.27958105263408511
resvg|tests/structure/image/embedded-jpeg-without-mime|0.59260999341682741
resvg|tests/structure/image/embedded-svg|0.24931902432034597
resvg|tests/structure/image/embedded-svg-without-mime|0.60598083047698093
resvg|tests/structure/image/embedded-svgz|0.60598083047698093
resvg|tests/structure/image/embedded-webp|0.59290097358186777
resvg|tests/structure/image/external-svg|0.24931902432034597
resvg|tests/structure/image/external-svgz|0.60598083047698093
resvg|tests/structure/image/external-webp|0.59290097358186777
resvg|tests/structure/image/nested-external-png|0.59254352581713166
resvg|tests/structure/image/no-height|0.55410787528661987
resvg|tests/structure/image/no-height-non-square|0.31251359808080986
resvg|tests/structure/image/no-height-on-svg|0.60598083047698093
resvg|tests/structure/image/no-width|0.55410787528661987
resvg|tests/structure/image/no-width-and-height|0.59260999341682741
resvg|tests/structure/image/no-width-and-height-on-svg|0.69502559988619894
resvg|tests/structure/image/no-width-on-svg|0.60598083047698093
resvg|tests/structure/image/preserveAspectRatio=xMaxYMax-slice-on-svg|0.16752530771413393
resvg|tests/structure/image/preserveAspectRatio=xMidYMid-slice-on-svg|0.13944227226267047
resvg|tests/structure/image/preserveAspectRatio=xMinYMin-slice-on-svg|0.16755948580631655
resvg|tests/structure/image/width-and-height-set-to-auto|0.59260999341682741
resvg|tests/structure/style-attribute/non-presentational-attribute|0.56568961311943344
resvg|tests/structure/style/combined-selectors|0.37787025130697011
resvg|tests/structure/style/current-color-fill-before-color|0.20079693555877334
resvg|tests/structure/style/important|0.44757056351996816
resvg|tests/structure/style/invalid-type|0.44757019452737601
resvg|tests/structure/style/non-presentational-attribute|0.56568961311943344
resvg|tests/structure/svg/background-color|0.20522809805348166
resvg|tests/structure/svg/background-color-with-viewbox|0.20522809805348166
resvg|tests/structure/svg/mixed-namespaces|0.12221636801811107
resvg|tests/structure/svg/nested-svg-with-rect-and-percent-values|0.19703867050685173
resvg|tests/structure/svg/nested-svg-with-relative-width-and-height|0.18450350899061857
resvg|tests/structure/svg/rect-inside-a-non-SVG-element|0.44757019452737601
resvg|tests/structure/switch/non-SVG-child|0.44757019452737601
resvg|tests/structure/switch/simple-case|0.44757019452737601
resvg|tests/structure/switch/systemLanguage=en|0.44757019452737601
resvg|tests/structure/switch/systemLanguage=en-GB|0.44757019452737601
resvg|tests/structure/switch/systemLanguage=en-US|0.44757019452737601
resvg|tests/structure/switch/systemLanguage=ru-en|0.44757019452737601
resvg|tests/structure/switch/with-attributes|0.44757019452737601
resvg|tests/structure/symbol/content-outside-the-viewbox|0.19609602034400977
resvg|tests/structure/symbol/indirect-symbol-reference|0.31709248187350719
resvg|tests/structure/symbol/opacity-on-symbol-with-viewBox|0.15237442007029867
resvg|tests/structure/symbol/with-custom-use-size|0.38760868652517849
resvg|tests/structure/symbol/with-size-on-use-and-relative-units|0.56647114583041258
resvg|tests/structure/symbol/with-transform|0.30862679848003749
resvg|tests/structure/symbol/with-transform-on-use|0.26961664314801831
resvg|tests/structure/symbol/with-viewBox|0.30387886923317936
resvg|tests/structure/symbol/with-viewBox-and-custom-use-rect|0.24347176089914241
resvg|tests/structure/symbol/with-viewBox-and-custom-use-size|0.19381351155399359
resvg|tests/structure/systemLanguage/on-svg|0.45178643639281213
resvg|tests/structure/systemLanguage/on-tspan|0.14199573148624861
resvg|tests/structure/systemLanguage/ru-Ru|0.44757019452737601
resvg|tests/structure/transform-origin/bottom|0.13384431929601345
resvg|tests/structure/transform-origin/center|0.13376744433214374
resvg|tests/structure/transform-origin/keyword-length|0.12134500325873697
resvg|tests/structure/transform-origin/left|0.13397818094476879
resvg|tests/structure/transform-origin/length-percent|0.13376744433214374
resvg|tests/structure/transform-origin/length-px|0.13376744433214374
resvg|tests/structure/transform-origin/on-clippath|0.24011594382297988
resvg|tests/structure/transform-origin/on-clippath-objectBoundingBox|0.37659849853959532
resvg|tests/structure/transform-origin/on-gradient-object-bounding-box|0.13788977709583863
resvg|tests/structure/transform-origin/on-group|0.27141925490565089
resvg|tests/structure/transform-origin/on-image|0.29639143662957101
resvg|tests/structure/transform-origin/on-pattern-object-bounding-box|0.38872950762155778
resvg|tests/structure/transform-origin/on-pattern-user-space-on-use|0.29845862293930381
resvg|tests/structure/transform-origin/on-shape|0.27141925490565089
resvg|tests/structure/transform-origin/right|0.1338876340910729
resvg|tests/structure/transform-origin/top|0.13401941464730674
resvg|tests/structure/use/complex-style-resolving-order|0.13340965205732372
resvg|tests/structure/use/nested-xlink-to-svg-element-with-rect-and-size|0.2423171429022877
resvg|tests/structure/use/xlink-to-svg-element|0.39612683455877085
resvg|tests/structure/use/xlink-to-svg-element-with-rect|0.33688432771877769
resvg|tests/structure/use/xlink-to-svg-element-with-rect-only-width|0.24231714290228751
resvg|tests/structure/use/xlink-to-svg-element-with-viewBox|0.19767792727618444
resvg|tests/structure/use/xlink-to-svg-element-with-width-height-on-use|0.2613662244636577
resvg|tests/structure/use/xlink-to-svg-element-with-x-y-on-use|0.19770874798840929
resvg|tests/text/baseline-shift/inheritance-3|0.17560859059233175
resvg|tests/text/baseline-shift/nested-with-baseline-1|0.12531749821654656
resvg|tests/text/baseline-shift/nested-with-baseline-2|0.16771968230045065
resvg|tests/text/color-font/cbdt|0.22973042904029367
resvg|tests/text/color-font/colrv1|0.12287063950696885
resvg|tests/text/color-font/compound-emojis-and-coordinates-list|0.19313046865462594
resvg|tests/text/color-font/sbix|0.29502485170011994
resvg|tests/text/color-font/svg|0.20131735666767994
resvg|tests/text/color-font/writing-mode=tb|0.12864931179507036
resvg|tests/text/font-size/em-nested-and-mixed|0.14909817487980673
resvg|tests/text/font-size/mixed-values|0.20043889078863042
resvg|tests/text/font-size/nested-percent-values-1|0.17157544509665612
resvg|tests/text/font-size/nested-percent-values-2|0.17157544509665612
resvg|tests/text/font-size/percent-value|0.19545527633818854
resvg|tests/text/font-size/percent-value-without-a-parent|0.23533076648133949
resvg|tests/text/font-size/zero-size-on-parent-3|0.16506064113089627
resvg|tests/text/letter-spacing/filter-bbox|0.21923424697617469
resvg|tests/text/text-anchor/inheritance-3|0.13936120098412014
resvg|tests/text/text-decoration/indirect-with-multiple-colors|0.15519022035367802
resvg|tests/text/text/filter-bbox|0.26053966560268665
resvg|tests/text/text/nested|0.14878030488252073
resvg|tests/text/text/rotate-with-multiple-values-and-complex-text|0.12988526466526074
resvg|tests/text/text/x-and-y-with-multiple-values-and-arabic-text|0.12160833997150031
resvg|tests/text/text/xml-lang=ja|0.15178389725327149
resvg|tests/text/textLength/on-text-and-tspan|0.12331784002583206
resvg|tests/text/tref/link-to-a-non-text-element|0.1304982444711045
resvg|tests/text/tref/link-to-an-external-file-element|0.12734819654173654
resvg|tests/text/tspan/pseudo-multi-line|0.14243328269253719
resvg|tests/text/tspan/text-shaping-across-multiple-tspan-2|0.15159090738402489
resvg|tests/text/tspan/transform|0.12327108122675495
resvg|tests/text/writing-mode/japanese-with-tb|0.1234725668416994
resvg|tests/text/writing-mode/tb-with-alignment|0.13648002759843342
resvg|tests/text/writing-mode/tb-with-dx-on-second-tspan|0.13230959313420204
resvg|tests/text/writing-mode/tb-with-dy-on-second-tspan|0.12533336243798784
w3c|animate-dom-01-f|0.23461839824520159
w3c|animate-dom-02-f|0.10151055067614018
w3c|animate-elem-02-t|0.12946154622166461
w3c|animate-elem-03-t|0.1884986621827231
w3c|animate-elem-04-t|0.22002468607217682
w3c|animate-elem-05-t|0.20968750087613577
w3c|animate-elem-06-t|0.22126211632754361
w3c|animate-elem-07-t|0.21867432741334392
w3c|animate-elem-08-t|0.13946598425286733
w3c|animate-elem-09-t|0.16195074556144617
w3c|animate-elem-10-t|0.16634186241094731
w3c|animate-elem-11-t|0.16637556604004489
w3c|animate-elem-12-t|0.16634186241094731
w3c|animate-elem-13-t|0.22543720039133092
w3c|animate-elem-14-t|0.23653659895424323
w3c|animate-elem-15-t|0.23333094223653053
w3c|animate-elem-17-t|0.22738830201940297
w3c|animate-elem-19-t|0.23247851428923882
w3c|animate-elem-20-t|0.36826239620174822
w3c|animate-elem-21-t|0.3521248036628547
w3c|animate-elem-22-b|0.16418355237338414
w3c|animate-elem-23-t|0.25860891367136607
w3c|animate-elem-24-t|0.14087769487300633
w3c|animate-elem-25-t|0.13492500031421925
w3c|animate-elem-26-t|0.21042948955237295
w3c|animate-elem-27-t|0.20649238313430249
w3c|animate-elem-28-t|0.11758834348871548
w3c|animate-elem-29-b|0.25410901703573613
w3c|animate-elem-30-t|0.13632386198809066
w3c|animate-elem-31-t|0.23282640549822245
w3c|animate-elem-32-t|0.1087037589667995
w3c|animate-elem-33-t|0.22151540940518877
w3c|animate-elem-34-t|0.24402251060942562
w3c|animate-elem-35-t|0.24367795320599844
w3c|animate-elem-36-t|0.15726935933270453
w3c|animate-elem-37-t|0.16784156040085285
w3c|animate-elem-38-t|0.21731944449369006
w3c|animate-elem-39-t|0.13330702260391078
w3c|animate-elem-40-t|0.17055800211852998
w3c|animate-elem-41-t|0.15085230100861619
w3c|animate-elem-44-t|0.24840354576691334
w3c|animate-elem-46-t|0.13091910334589552
w3c|animate-elem-52-t|0.26347817578008431
w3c|animate-elem-53-t|0.24912678447549952
w3c|animate-elem-60-t|0.13186429268582781
w3c|animate-elem-61-t|0.11855513167290783
w3c|animate-elem-62-t|0.13038789411089635
w3c|animate-elem-63-t|0.11681967422594973
w3c|animate-elem-64-t|0.11803852065671916
w3c|animate-elem-65-t|0.16118031255414969
w3c|animate-elem-66-t|0.16341531941551693
w3c|animate-elem-67-t|0.13009347360398127
w3c|animate-elem-68-t|0.1561432917460793
w3c|animate-elem-69-t|0.16325768443650435
w3c|animate-elem-70-t|0.14176371754323264
w3c|animate-elem-77-t|0.1066562753312626
w3c|animate-elem-78-t|0.14580614561923463
w3c|animate-elem-80-t|0.17412174936553218
w3c|animate-elem-81-t|0.16594367608100372
w3c|animate-elem-82-t|0.17242270724080327
w3c|animate-elem-83-t|0.19176687642084617
w3c|animate-elem-84-t|0.17997712493194823
w3c|animate-elem-85-t|0.48129726666901951
w3c|animate-elem-86-t|0.10409521360220501
w3c|animate-elem-87-t|0.15080812500142332
w3c|animate-elem-88-t|0.1378710618205862
w3c|animate-elem-89-t|0.19244047523210936
w3c|animate-elem-90-b|0.15227371599363854
w3c|animate-elem-91-t|0.1385955769634073
w3c|animate-elem-92-t|0.12061252985360656
w3c|animate-interact-events-01-t|0.27296017601843803
w3c|animate-interact-pevents-01-t|0.13324244464643681
w3c|animate-interact-pevents-02-t|0.15832622233300903
w3c|animate-interact-pevents-03-t|0.22987288665519737
w3c|animate-interact-pevents-04-t|0.21115073964174899
w3c|animate-pservers-grad-01-b|0.11385461841295193
w3c|animate-script-elem-01-b|0.14491016672371471
w3c|animate-struct-dom-01-b|0.14888576910902618
w3c|color-prof-01-f|0.19150874902458925
w3c|color-prop-01-b|0.13421095925461429
w3c|color-prop-04-t|0.28580885198235795
w3c|color-prop-05-t|0.19672812819588131
w3c|conform-viewers-02-f|0.2151437580780865
w3c|conform-viewers-03-f|0.19894242768863882
w3c|coords-coord-01-t|0.10497203606855181
w3c|coords-dom-01-f|0.13910518193618276
w3c|coords-dom-02-f|0.15166694326897864
w3c|coords-dom-03-f|0.16331005111990779
w3c|coords-dom-04-f|0.16405971714744297
w3c|coords-trans-01-b|0.1450385771305002
w3c|coords-trans-02-t|0.1312307152452131
w3c|coords-trans-03-t|0.12206615915603806
w3c|coords-trans-04-t|0.12367600832681329
w3c|coords-trans-05-t|0.15968566492914399
w3c|coords-trans-06-t|0.17496131534855286
w3c|coords-trans-07-t|0.13567549166929377
w3c|coords-trans-08-t|0.10768534760963101
w3c|coords-trans-09-t|0.21767063395558855
w3c|coords-trans-10-f|0.10824617153163253
w3c|coords-trans-11-f|0.11982979431731301
w3c|coords-trans-12-f|0.11271721616461437
w3c|coords-trans-13-f|0.11306611468525779
w3c|coords-trans-14-f|0.10967638664394593
w3c|coords-transformattr-01-f|0.10071182998195737
w3c|coords-transformattr-03-f|0.10082846865087604
w3c|coords-transformattr-04-f|0.1008228935701887
w3c|coords-units-01-b|0.2101968673997312
w3c|coords-units-02-b|0.26046719645983446
w3c|coords-units-03-b|0.18484211774436946
w3c|coords-viewattr-01-b|0.11139879175022155
w3c|coords-viewattr-02-b|0.10792221771000401
w3c|coords-viewattr-03-b|0.20875777463981993
w3c|coords-viewattr-04-f|0.17550514707677706
w3c|extend-namespace-01-f|0.34247825534756526
w3c|filters-blend-01-b|0.13395309044406947
w3c|filters-color-01-b|0.19139795144337834
w3c|filters-color-02-b|0.10594544254769007
w3c|filters-composite-02-b|0.29556550732250725
w3c|filters-composite-03-f|0.17334743235519207
w3c|filters-composite-04-f|0.13731387693930527
w3c|filters-composite-05-f|0.18362932017468045
w3c|filters-comptran-01-b|0.17455439452125934
w3c|filters-conv-01-f|0.11791285770706968
w3c|filters-conv-02-f|0.17515891592576557
w3c|filters-conv-03-f|0.13720213532951095
w3c|filters-conv-04-f|0.17352925276506828
w3c|filters-conv-05-f|0.15034757579385102
w3c|filters-diffuse-01-f|0.15178402782356698
w3c|filters-displace-01-f|0.29894717568363505
w3c|filters-displace-02-f|0.16132630182935989
w3c|filters-example-01-b|0.17245748735834121
w3c|filters-felem-01-b|0.1489303602492219
w3c|filters-felem-02-f|0.22619797815128792
w3c|filters-gauss-01-b|0.11878455570217161
w3c|filters-gauss-02-f|0.11752877152407304
w3c|filters-gauss-03-f|0.14495218010554328
w3c|filters-image-01-b|0.51546569363386474
w3c|filters-image-02-b|0.22973346610229212
w3c|filters-image-03-f|0.15664597012639034
w3c|filters-image-04-f|0.176338443860243
w3c|filters-image-05-f|0.17094126263136461
w3c|filters-light-01-f|0.15614133011593034
w3c|filters-light-02-f|0.15111908952405798
w3c|filters-light-03-f|0.22438272031094922
w3c|filters-light-04-f|0.16837983538974455
w3c|filters-light-05-f|0.32758470310316157
w3c|filters-morph-01-f|0.19070647683752912
w3c|filters-offset-01-b|0.12915022553376934
w3c|filters-offset-02-b|0.25121849515858741
w3c|filters-overview-01-b|0.18107985067174906
w3c|filters-overview-02-b|0.17119772906778224
w3c|filters-overview-03-b|0.17399602055742863
w3c|filters-specular-01-f|0.18179298220882223
w3c|filters-tile-01-b|0.25080659289442542
w3c|filters-turb-01-f|0.274008811007391
w3c|filters-turb-02-f|0.15040966534025155
w3c|fonts-desc-01-t|0.11312995963899516
w3c|fonts-desc-02-t|0.11533974287108947
w3c|fonts-desc-03-t|0.13616516459632128
w3c|fonts-desc-04-t|0.12311525712906793
w3c|fonts-desc-05-t|0.10789763982414742
w3c|fonts-elem-01-t|0.17075317448174412
w3c|fonts-elem-02-t|0.18084898121901397
w3c|fonts-elem-03-b|0.19225734780465201
w3c|fonts-elem-04-b|0.18701695920952233
w3c|fonts-elem-05-t|0.16719439155689378
w3c|fonts-elem-06-t|0.14110225430589252
w3c|fonts-elem-07-b|0.1680446972853919
w3c|fonts-kern-01-t|0.11794878738653558
w3c|fonts-overview-201-t|0.19120593090265361
w3c|imp-path-01-f|0.13481526528857588
w3c|interact-cursor-01-f|0.1253339978737163
w3c|interact-dom-01-b|0.18468634602445935
w3c|interact-events-01-b|0.31859624613272053
w3c|interact-events-02-b|0.14422529013284821
w3c|interact-events-202-f|0.18515557297652002
w3c|interact-events-203-t|0.27176780994445798
w3c|interact-order-01-b|0.24080425987199497
w3c|interact-order-02-b|0.22807516418494606
w3c|interact-order-03-b|0.2644870800413836
w3c|interact-pevents-01-b|0.13744914137826011
w3c|interact-pevents-03-b|0.15160926937256841
w3c|interact-pevents-04-t|0.1242289919766197
w3c|interact-pevents-05-b|0.1048691255897917
w3c|interact-pevents-07-t|0.15832622233300903
w3c|interact-pevents-08-f|0.23210131998725803
w3c|interact-pevents-09-f|0.21358502444908833
w3c|interact-pointer-01-t|0.17030245480823031
w3c|interact-pointer-02-t|0.14549852764700169
w3c|interact-pointer-03-t|0.13765729656187042
w3c|interact-pointer-04-f|0.19020175177078577
w3c|interact-zoom-01-t|0.22509661732111308
w3c|interact-zoom-02-t|0.22536592007717746
w3c|interact-zoom-03-t|0.13602492967616936
w3c|linking-a-04-t|0.10215320804371199
w3c|linking-a-05-t|0.13787538778433261
w3c|linking-a-08-t|0.13968200148809543
w3c|linking-a-09-b|0.15567510085240679
w3c|linking-a-10-f|0.10649483753034661
w3c|linking-uri-01-b|0.16216041935987735
w3c|linking-uri-02-b|0.16915063119920115
w3c|linking-uri-03-t|0.1552048926533022
w3c|masking-filter-01-f|0.14678541749639426
w3c|masking-intro-01-f|0.25540793353831576
w3c|masking-mask-01-b|0.20764390937299695
w3c|masking-mask-02-f|0.20078483801246597
w3c|masking-opacity-01-b|0.26619934177381332
w3c|masking-path-01-b|0.21593126764940232
w3c|masking-path-02-b|0.22894498533890523
w3c|masking-path-03-b|0.18943832840274458
w3c|masking-path-04-b|0.20249637174510829
w3c|masking-path-05-f|0.11702079514862312
w3c|masking-path-06-b|0.22290900945396336
w3c|masking-path-07-b|0.17149785685916791
w3c|masking-path-08-b|0.14777423153499139
w3c|masking-path-09-b|0.13957057455853297
w3c|masking-path-10-b|0.19952471409610706
w3c|masking-path-11-b|0.10516736158088051
w3c|masking-path-12-f|0.10601167180033441
w3c|masking-path-14-f|0.11552731263673284
w3c|metadata-example-01-t|0.10587964851435465
w3c|painting-control-02-f|0.10062978080930066
w3c|painting-control-05-f|0.3337890025764097
w3c|painting-control-06-f|0.14016809973220495
w3c|painting-fill-01-t|0.21079406687243543
w3c|painting-fill-02-t|0.15774788275944124
w3c|painting-fill-03-t|0.19235666797068315
w3c|painting-fill-04-t|0.10513182579051902
w3c|painting-marker-01-f|0.11453067629117868
w3c|painting-marker-02-f|0.12605526649468582
w3c|painting-marker-03-f|0.15249515564023566
w3c|painting-marker-04-f|0.14091263302636489
w3c|painting-marker-05-f|0.13041183344026094
w3c|painting-marker-06-f|0.11912828775172074
w3c|painting-marker-07-f|0.19099667964300132
w3c|painting-marker-properties-01-f|0.14803689150163893
w3c|painting-render-01-b|0.14211360808428991
w3c|painting-render-02-b|0.10091690155849836
w3c|painting-stroke-01-t|0.21919737474451151
w3c|painting-stroke-02-t|0.26927099079360989
w3c|painting-stroke-03-t|0.27094894943664977
w3c|painting-stroke-04-t|0.25661154212110387
w3c|painting-stroke-05-t|0.11323881125790039
w3c|painting-stroke-06-t|0.12288471366743886
w3c|painting-stroke-10-t|0.1468776627630593
w3c|paths-data-01-t|0.1346034284055129
w3c|paths-data-02-t|0.13532751712349508
w3c|paths-data-03-f|0.11931782306964812
w3c|paths-data-04-t|0.11078454717106778
w3c|paths-data-05-t|0.10881429158167014
w3c|paths-data-07-t|0.10102096547649692
w3c|paths-data-08-t|0.14690587049479145
w3c|paths-data-09-t|0.14146314292615333
w3c|paths-data-10-t|0.16924090576735659
w3c|paths-data-14-t|0.10061840797541217
w3c|paths-data-15-t|0.10004913095933993
w3c|paths-data-16-t|0.1224241380732389
w3c|paths-data-19-f|0.10196321259979234
w3c|paths-dom-01-f|0.17804233156575508
w3c|paths-dom-02-f|0.19307471693164641
w3c|pservers-grad-01-b|0.18313666151864857
w3c|pservers-grad-02-b|0.28123517423344235
w3c|pservers-grad-03-b|0.16271647176731036
w3c|pservers-grad-04-b|0.24351468189396708
w3c|pservers-grad-05-b|0.13313442717565502
w3c|pservers-grad-06-b|0.25644636557327077
w3c|pservers-grad-07-b|0.22232152761604793
w3c|pservers-grad-08-b|0.2128318024134627
w3c|pservers-grad-09-b|0.10032700456603645
w3c|pservers-grad-10-b|0.13399358056885766
w3c|pservers-grad-11-b|0.18879747117089812
w3c|pservers-grad-12-b|0.33437844243577258
w3c|pservers-grad-13-b|0.11311977328771954
w3c|pservers-grad-14-b|0.24865912593388348
w3c|pservers-grad-15-b|0.18054653921127434
w3c|pservers-grad-17-b|0.12473358852969899
w3c|pservers-grad-18-b|0.11549656031452669
w3c|pservers-grad-20-b|0.12703996348868418
w3c|pservers-grad-21-b|0.29642547441199607
w3c|pservers-grad-23-f|0.10250246762618909
w3c|pservers-grad-24-f|0.12968002630838357
w3c|pservers-grad-stops-01-f|0.10273704347377956
w3c|pservers-pattern-01-b|0.15591269057741541
w3c|pservers-pattern-04-f|0.10063444640935562
w3c|pservers-pattern-05-f|0.1025042080032825
w3c|render-elems-01-t|0.11453162849117872
w3c|render-elems-02-t|0.13196902496289104
w3c|render-elems-03-t|0.13087123650554602
w3c|render-elems-06-t|0.10022353229848643
w3c|render-elems-07-t|0.13377693997202772
w3c|render-elems-08-t|0.11847187001030775
w3c|render-groups-01-b|0.10285302069495297
w3c|render-groups-03-t|0.11663081941693609
w3c|script-handle-01-b|0.14202947840539906
w3c|script-handle-02-b|0.18273456331660459
w3c|script-handle-03-b|0.16442205899236567
w3c|script-handle-04-b|0.18562489555761233
w3c|script-specify-01-f|0.12247360779046905
w3c|script-specify-02-f|0.10788223043461496
w3c|shapes-ellipse-02-t|0.10508022552146207
w3c|shapes-intro-01-t|0.10014284380036147
w3c|shapes-intro-02-f|0.10026134449295908
w3c|shapes-line-02-f|0.10067723190210989
w3c|shapes-polyline-02-t|0.10110978115474009
w3c|shapes-rect-04-f|0.10064424813718768
w3c|shapes-rect-05-f|0.10063634479799399
w3c|shapes-rect-06-f|0.10066092073935969
w3c|struct-cond-01-t|0.31355233575920927
w3c|struct-cond-02-t|0.15129203445780315
w3c|struct-cond-03-t|0.11203719996782505
w3c|struct-cond-overview-02-f|0.17190555247867068
w3c|struct-cond-overview-03-f|0.14224961942935732
w3c|struct-cond-overview-04-f|0.10249991143698316
w3c|struct-cond-overview-05-f|0.20447391661497932
w3c|struct-dom-01-b|0.11694623079938213
w3c|struct-dom-02-b|0.13668738275537665
w3c|struct-dom-03-b|0.15190309264778881
w3c|struct-dom-04-b|0.16525980455972342
w3c|struct-dom-05-b|0.1738815831532137
w3c|struct-dom-06-b|0.455165134237911
w3c|struct-dom-07-f|0.21402111685553241
w3c|struct-dom-08-f|0.14301174249905771
w3c|struct-dom-11-f|0.1737337635008408
w3c|struct-dom-12-b|0.27046857291548376
w3c|struct-dom-14-f|0.69011516161339703
w3c|struct-dom-15-f|0.16036990849166144
w3c|struct-dom-16-f|0.11610156192475636
w3c|struct-dom-17-f|0.11444506167661377
w3c|struct-dom-19-f|0.1358308292605282
w3c|struct-dom-20-f|0.12692513547175524
w3c|struct-frag-03-t|0.19338441920803173
w3c|struct-frag-05-t|0.11028551691677586
w3c|struct-frag-06-t|0.15910525013480994
w3c|struct-group-02-b|0.10493113316051701
w3c|struct-group-03-t|0.19068045546797302
w3c|struct-image-02-b|0.28968130317179774
w3c|struct-image-03-t|0.17919911977285907
w3c|struct-image-05-b|0.12095474210073064
w3c|struct-image-06-t|0.11120729133346612
w3c|struct-image-07-t|0.1399527558945261
w3c|struct-image-09-t|0.10287024113157116
w3c|struct-image-13-f|0.15907381833607331
w3c|struct-image-14-f|0.1556045227887646
w3c|struct-image-15-f|0.14621841272124697
w3c|struct-image-16-f|0.69361933187183655
w3c|struct-image-17-b|0.13435391821268231
w3c|struct-svg-01-f|0.23345269704415489
w3c|struct-svg-02-f|0.10444250523623486
w3c|struct-use-01-t|0.15594073987975021
w3c|struct-use-03-t|0.11229927328740363
w3c|struct-use-04-b|0.11105844299917925
w3c|struct-use-05-b|0.21377082380614373
w3c|struct-use-06-b|0.16932667455197734
w3c|struct-use-07-b|0.18797529355957718
w3c|struct-use-10-f|0.15181442606086801
w3c|struct-use-11-f|0.15494108391288791
w3c|struct-use-12-f|0.10062490439715771
w3c|struct-use-13-f|0.16593761702259008
w3c|struct-use-14-f|0.12926857799172875
w3c|struct-use-15-f|0.14428559224297519
w3c|styling-class-01-f|0.10062982090215179
w3c|styling-css-01-b|0.11409979939909909
w3c|styling-css-02-b|0.11298243013208346
w3c|styling-css-03-b|0.14347833504993956
w3c|styling-css-04-f|0.10613586806507502
w3c|styling-css-06-b|0.17684658454918728
w3c|styling-css-07-f|0.10062982090215179
w3c|styling-css-09-f|0.23359446746350182
w3c|styling-css-10-f|0.15050286119158984
w3c|styling-elem-01-b|0.16217987720462779
w3c|styling-inherit-01-b|0.14991446547088524
w3c|styling-pres-02-f|0.22230242393683428
w3c|styling-pres-03-f|0.10250027769954577
w3c|styling-pres-05-f|0.19087974546599812
w3c|svgdom-over-01-f|0.13871476052705978
w3c|text-align-01-b|0.19745817046321312
w3c|text-align-02-b|0.23237510302256353
w3c|text-align-03-b|0.19939271890301141
w3c|text-align-04-b|0.192877906291893
w3c|text-align-05-b|0.15884605763475376
w3c|text-align-06-b|0.18501013166121782
w3c|text-align-07-t|0.11918422236401544
w3c|text-align-08-b|0.21518165790842669
w3c|text-altglyph-01-b|0.21115255592727888
w3c|text-altglyph-02-b|0.12088435601998125
w3c|text-altglyph-03-b|0.19974680476210466
w3c|text-deco-01-b|0.15827146391449801
w3c|text-dom-01-f|0.17280933576034846
w3c|text-dom-02-f|0.16757563781512863
w3c|text-dom-03-f|0.18999100774329014
w3c|text-dom-04-f|0.27062694251494501
w3c|text-dom-05-f|0.21757047979253527
w3c|text-fonts-01-t|0.14827955288289363
w3c|text-fonts-02-t|0.16304371188794559
w3c|text-fonts-03-t|0.20930988567782133
w3c|text-fonts-04-t|0.20544492527663852
w3c|text-fonts-05-f|0.10208814561448365
w3c|text-fonts-202-t|0.16671318868419188
w3c|text-fonts-204-t|0.16342658248718889
w3c|text-intro-01-t|0.1751035741384403
w3c|text-intro-02-b|0.16761597686437232
w3c|text-intro-03-b|0.15650985452637009
